0	1
0	2
0	3
1	2
1	3
2	4
3	5
3	4
4	5
4	6
5	6
6	7
7	8
8	9
8	10
9	11
10	13
10	14
11	12
12	13
12	15
13	14
14	16
15	17
15	18
15	19
17	18
17	19
17	20
18	19
18	20
18	21
19	20
19	21
20	21
20	22
21	23
21	22
21	24
22	23
22	24
22	25
23	24
23	25
24	25
24	26
24	27
25	26
25	27
25	28
26	27
26	28
26	29
27	28
27	29
28	29
